cell,regime,concentration,contention,contention_ratio,seed,task_workload_hash,scenario_hash,declaration_source,latent_probs_by_agent,realized_task_counts_by_agent,unique_archetypes_per_agent,frac_agents_all_four_archetypes,task_entropy_mean,task_mixture_tv_mean_pairwise,resource_demand_tv_mean_pairwise,resource_centroid_distance_mean,aggregate_mandatory_demand,capacity_by_resource,realized_contention_by_resource,active_resource_count
dirichlet_0.1__high,dirichlet_0.1,0.1,high,1.9,2269193850,876e18d704a269c5,e8a21e7af6d88012,exact_pending_queue,"[[0.11628934526738806, 2.6562856472774024e-09, 1.2398538636740752e-05, 0.8836982535376895], [1.4718778010102338e-10, 0.84340755568376, 0.12602142082516588, 0.030571023343886197], [0.2277211946221042, 0.3262979905140326, 0.44246755598476634, 0.003513258879096903], [0.0005501754855204451, 0.8159826403001625, 0.18313696444780042, 0.00033021976651658456], [1.902227604135919e-10, 0.999126723315539, 0.0004175934791728078, 0.00045568301506555576], [2.1206175077887979e-16, 0.9966635616778314, 0.0014537227942685396, 0.0018827155278999114]]","[{""research"": 0, ""code_review"": 0, ""doc_processing"": 0, ""monitoring"": 8}, {""research"": 0, ""code_review"": 7, ""doc_processing"": 1, ""monitoring"": 0}, {""research"": 1, ""code_review"": 3, ""doc_processing"": 4, ""monitoring"": 0}, {""research"": 0, ""code_review"": 6, ""doc_processing"": 2, ""monitoring"": 0}, {""research"": 0, ""code_review"": 8, ""doc_processing"": 0, ""monitoring"": 0}, {""research"": 0, ""code_review"": 8, ""doc_processing"": 0, ""monitoring"": 0}]","[1, 2, 3, 2, 1, 1]",0.0,0.23004013582402463,0.5333333333333333,0.11780982905982904,0.0878213221963222,"{""COMPUTE"": 572, ""MEMORY"": 469, ""API_CREDITS"": 287, ""DATASET"": 72}","{""COMPUTE"": 301, ""MEMORY"": 247, ""API_CREDITS"": 151, ""DATASET"": 38}","{""COMPUTE"": 1.9003322259136213, ""MEMORY"": 1.8987854251012146, ""API_CREDITS"": 1.900662251655629, ""DATASET"": 1.894736842105263}",4
dirichlet_0.1__high,dirichlet_0.1,0.1,high,1.9,2321257153,0602c554d6117873,7b680b2b0ca47468,exact_pending_queue,"[[0.0048750213139552995, 4.2421423091217685e-08, 0.9951247472674835, 1.8899713820456267e-07], [0.0008347018776598485, 0.0006695188475191881, 5.161250034281971e-07, 0.9984952631498176], [0.005406468576047479, 5.151272304366088e-05, 0.9928925804567812, 0.0016494382441276689], [3.544605924028523e-06, 0.999920595847897, 5.058845509788616e-05, 2.5271091081087333e-05], [0.6346297294000165, 0.36473519021214224, 0.0006350803134308362, 7.44103645826316e-11], [7.765839145422628e-07, 0.39030034757698734, 2.209636840360919e-22, 0.6096988758390982]]","[{""research"": 0, ""code_review"": 0, ""doc_processing"": 8, ""monitoring"": 0}, {""research"": 0, ""code_review"": 0, ""doc_processing"": 0, ""monitoring"": 8}, {""research"": 0, ""code_review"": 0, ""doc_processing"": 8, ""monitoring"": 0}, {""research"": 0, ""code_review"": 8, ""doc_processing"": 0, ""monitoring"": 0}, {""research"": 6, ""code_review"": 2, ""doc_processing"": 0, ""monitoring"": 0}, {""research"": 0, ""code_review"": 1, ""doc_processing"": 0, ""monitoring"": 7}]","[1, 1, 1, 1, 2, 2]",0.0,0.1129035473048941,0.8416666666666667,0.17504598511880068,0.12574999538996304,"{""COMPUTE"": 786, ""MEMORY"": 653, ""API_CREDITS"": 343, ""DATASET"": 168}","{""COMPUTE"": 414, ""MEMORY"": 344, ""API_CREDITS"": 181, ""DATASET"": 88}","{""COMPUTE"": 1.8985507246376812, ""MEMORY"": 1.8982558139534884, ""API_CREDITS"": 1.8950276243093922, ""DATASET"": 1.9090909090909092}",4
dirichlet_0.1__high,dirichlet_0.1,0.1,high,1.9,2367693741,601db852a546afec,266d51e61b0eb1f1,exact_pending_queue,"[[0.001261265150673167, 0.9854499436163285, 0.013288791232971539, 2.6975431195374705e-14], [5.9607201191501725e-05, 3.4979287097189264e-07, 0.9973992076855313, 0.0025408353204062705], [0.228761421523598, 1.5636185503395235e-05, 0.7229715796888007, 0.04825136260209797], [1.0338420326930496e-16, 0.8599289900301981, 2.4119492673398495e-14, 0.14007100996977764], [0.23485925488580925, 8.329997708665973e-07, 0.7323914210591742, 0.03274849105524596], [0.04733412913989726, 0.0014716494724071087, 0.9509489161818923, 0.00024530520580348295]]","[{""research"": 0, ""code_review"": 8, ""doc_processing"": 0, ""monitoring"": 0}, {""research"": 0, ""code_review"": 0, ""doc_processing"": 8, ""monitoring"": 0}, {""research"": 1, ""code_review"": 0, ""doc_processing"": 7, ""monitoring"": 0}, {""research"": 0, ""code_review"": 7, ""doc_processing"": 0, ""monitoring"": 1}, {""research"": 0, ""code_review"": 0, ""doc_processing"": 8, ""monitoring"": 0}, {""research"": 0, ""code_review"": 0, ""doc_processing"": 8, ""monitoring"": 0}]","[1, 1, 2, 2, 1, 1]",0.0,0.0905940738665994,0.5666666666666667,0.032020359203786534,0.02327489787978991,"{""COMPUTE"": 874, ""MEMORY"": 654, ""API_CREDITS"": 418, ""DATASET"": 16}","{""COMPUTE"": 460, ""MEMORY"": 344, ""API_CREDITS"": 220, ""DATASET"": 8}","{""COMPUTE"": 1.9, ""MEMORY"": 1.9011627906976745, ""API_CREDITS"": 1.9, ""DATASET"": 2.0}",4
dirichlet_0.1__high,dirichlet_0.1,0.1,high,1.9,2379132744,d8a2fc0a30aae38f,863d4710c67e73b2,exact_pending_queue,"[[0.7622325231506131, 0.09674894384972928, 0.045160546249575134, 0.09585798675008263], [0.28613717251308474, 2.741661049527841e-05, 0.6943716531485788, 0.019463757727841067], [0.0034191843568859752, 1.9696624135453996e-10, 4.9545072258057814e-33, 0.9965808154461478], [0.0005691349538530399, 1.0068586353720026e-07, 0.9994302187474376, 5.456128456958839e-07], [0.0013190081469314013, 5.7023390688315635e-08, 0.9832693668731892, 0.01541156795648878], [0.0060216851882146, 0.06852183865570521, 0.925455909585191, 5.665708892472392e-07]]","[{""research"": 5, ""code_review"": 2, ""doc_processing"": 1, ""monitoring"": 0}, {""research"": 3, ""code_review"": 0, ""doc_processing"": 5, ""monitoring"": 0}, {""research"": 0, ""code_review"": 0, ""doc_processing"": 0, ""monitoring"": 8}, {""research"": 0, ""code_review"": 0, ""doc_processing"": 8, ""monitoring"": 0}, {""research"": 0, ""code_review"": 0, ""doc_processing"": 8, ""monitoring"": 0}, {""research"": 0, ""code_review"": 0, ""doc_processing"": 8, ""monitoring"": 0}]","[3, 2, 1, 1, 1, 1]",0.0,0.1877690786350303,0.6166666666666667,0.12527715512790139,0.0865100499739803,"{""COMPUTE"": 1016, ""MEMORY"": 800, ""API_CREDITS"": 456, ""DATASET"": 128}","{""COMPUTE"": 535, ""MEMORY"": 421, ""API_CREDITS"": 240, ""DATASET"": 67}","{""COMPUTE"": 1.8990654205607476, ""MEMORY"": 1.9002375296912113, ""API_CREDITS"": 1.9, ""DATASET"": 1.9104477611940298}",4
dirichlet_0.1__high,dirichlet_0.1,0.1,high,1.9,2399786552,46b96033728142f7,c6aaa9328fa61a99,exact_pending_queue,"[[1.230192393871073e-07, 0.007646111795407586, 0.9573452910291226, 0.035008474156230394], [0.6890829887157439, 0.3044177152667379, 0.0006901766562505013, 0.005809119361267804], [0.18799448464102514, 0.8102066631505545, 5.242698127108157e-07, 0.0017983279386076748], [0.7249371522268383, 0.044792433529444155, 0.23026924386583383, 1.1703778835750593e-06], [0.13523625512010282, 1.9116238926941512e-29, 0.5273251480513328, 0.3374385968285644], [4.3668535900461065e-12, 0.21384969928531414, 0.7861503007103178, 1.1948709972516333e-15]]","[{""research"": 0, ""code_review"": 0, ""doc_processing"": 8, ""monitoring"": 0}, {""research"": 5, ""code_review"": 3, ""doc_processing"": 0, ""monitoring"": 0}, {""research"": 2, ""code_review"": 6, ""doc_processing"": 0, ""monitoring"": 0}, {""research"": 5, ""code_review"": 2, ""doc_processing"": 1, ""monitoring"": 0}, {""research"": 1, ""code_review"": 0, ""doc_processing"": 5, ""monitoring"": 2}, {""research"": 0, ""code_review"": 2, ""doc_processing"": 6, ""monitoring"": 0}]","[1, 2, 2, 3, 3, 2]",0.0,0.43121501110283567,0.6333333333333333,0.04756334828052718,0.032600770816967786,"{""COMPUTE"": 1028, ""MEMORY"": 819, ""API_CREDITS"": 501, ""DATASET"": 120}","{""COMPUTE"": 541, ""MEMORY"": 431, ""API_CREDITS"": 264, ""DATASET"": 63}","{""COMPUTE"": 1.900184842883549, ""MEMORY"": 1.900232018561485, ""API_CREDITS"": 1.8977272727272727, ""DATASET"": 1.9047619047619047}",4
dirichlet_0.1__high,dirichlet_0.1,0.1,high,1.9,2417511538,c2dd86511bce36dd,942b3a66b66de1af,exact_pending_queue,"[[0.018643929022277832, 0.8298231181224359, 5.1847108294297315e-09, 0.15153294767057549], [0.01053421730929595, 0.9893856271632735, 8.010714482623909e-05, 4.838260427366467e-08], [2.7316641638474093e-08, 7.003295092674987e-05, 0.00040612834768764296, 0.9995238113847439], [1.2871872218239998e-05, 3.792781439152396e-05, 0.000252312489760304, 0.99969688782363], [9.734704740576706e-06, 0.41133586507620534, 0.47228935466988664, 0.11636504554916756], [0.0015957161589611368, 0.2837330867904357, 3.7198923027534165e-05, 0.7146339981275757]]","[{""research"": 0, ""code_review"": 6, ""doc_processing"": 0, ""monitoring"": 2}, {""research"": 0, ""code_review"": 8, ""doc_processing"": 0, ""monitoring"": 0}, {""research"": 0, ""code_review"": 0, ""doc_processing"": 0, ""monitoring"": 8}, {""research"": 0, ""code_review"": 0, ""doc_processing"": 0, ""monitoring"": 8}, {""research"": 0, ""code_review"": 3, ""doc_processing"": 5, ""monitoring"": 0}, {""research"": 0, ""code_review"": 1, ""doc_processing"": 0, ""monitoring"": 7}]","[2, 1, 1, 1, 2, 2]",0.0,0.19243971421530784,0.6416666666666667,0.1862860902389335,0.13986052474263294,"{""COMPUTE"": 490, ""MEMORY"": 449, ""API_CREDITS"": 183, ""DATASET"": 200}","{""COMPUTE"": 258, ""MEMORY"": 236, ""API_CREDITS"": 96, ""DATASET"": 105}","{""COMPUTE"": 1.8992248062015504, ""MEMORY"": 1.902542372881356, ""API_CREDITS"": 1.90625, ""DATASET"": 1.9047619047619047}",4
dirichlet_0.1__high,dirichlet_0.1,0.1,high,1.9,2429613199,55114f655b18127e,4ea7cd4880153156,exact_pending_queue,"[[0.6586479094569072, 0.1886325172326236, 6.052389220021442e-05, 0.1526590494182688], [0.927104238407644, 0.07289538134937941, 2.6058512132894637e-07, 1.1965785530477725e-07], [0.9999939761421454, 2.598052093069162e-08, 5.9976370203381025e-06, 2.403135557760989e-10], [0.9970779834163851, 0.00030456196459476643, 4.915536274365847e-08, 0.002617405463657494], [2.274664094379914e-06, 0.00047526339919545693, 5.437186822363222e-05, 0.9994680900684865], [0.15494075568256183, 0.370922645044363, 0.0009624819647185122, 0.4731741173083566]]","[{""research"": 4, ""code_review"": 3, ""doc_processing"": 0, ""monitoring"": 1}, {""research"": 8, ""code_review"": 0, ""doc_processing"": 0, ""monitoring"": 0}, {""research"": 8, ""code_review"": 0, ""doc_processing"": 0, ""monitoring"": 0}, {""research"": 8, ""code_review"": 0, ""doc_processing"": 0, ""monitoring"": 0}, {""research"": 0, ""code_review"": 0, ""doc_processing"": 0, ""monitoring"": 8}, {""research"": 1, ""code_review"": 4, ""doc_processing"": 0, ""monitoring"": 3}]","[3, 1, 1, 1, 1, 3]",0.0,0.2342731770382611,0.6,0.08577399360605467,0.06314421454052499,"{""COMPUTE"": 1152, ""MEMORY"": 1005, ""API_CREDITS"": 547, ""DATASET"": 328}","{""COMPUTE"": 606, ""MEMORY"": 529, ""API_CREDITS"": 288, ""DATASET"": 173}","{""COMPUTE"": 1.900990099009901, ""MEMORY"": 1.8998109640831757, ""API_CREDITS"": 1.8993055555555556, ""DATASET"": 1.8959537572254335}",4
dirichlet_0.1__high,dirichlet_0.1,0.1,high,1.9,2450099792,026eda74c62b7908,1901e7ca1db3e12f,exact_pending_queue,"[[5.911110233080987e-06, 0.6508462598273028, 0.0006244331057691706, 0.34852339595669496], [3.133189188743083e-10, 0.9942463210107886, 0.005749615553517456, 4.063122375056866e-06], [9.687148060466457e-05, 0.013707890053867142, 4.22775350997716e-11, 0.9861952384232505], [2.0743886383483827e-18, 3.4238834315940645e-06, 0.7550492382862805, 0.2449473378302879], [0.008929118975106985, 0.00036302553065568996, 0.0004956835349720344, 0.9902121719592654], [1.182100747271724e-13, 0.00023079576914474957, 0.023699878043281858, 0.9760693261874552]]","[{""research"": 0, ""code_review"": 5, ""doc_processing"": 0, ""monitoring"": 3}, {""research"": 0, ""code_review"": 8, ""doc_processing"": 0, ""monitoring"": 0}, {""research"": 0, ""code_review"": 0, ""doc_processing"": 0, ""monitoring"": 8}, {""research"": 0, ""code_review"": 0, ""doc_processing"": 4, ""monitoring"": 4}, {""research"": 0, ""code_review"": 0, ""doc_processing"": 0, ""monitoring"": 8}, {""research"": 0, ""code_review"": 0, ""doc_processing"": 0, ""monitoring"": 8}]","[2, 1, 1, 2, 1, 1]",0.0,0.1628695002437471,0.5583333333333333,0.16256886256886252,0.12044387044387045,"{""COMPUTE"": 466, ""MEMORY"": 447, ""API_CREDITS"": 149, ""DATASET"": 248}","{""COMPUTE"": 245, ""MEMORY"": 235, ""API_CREDITS"": 78, ""DATASET"": 131}","{""COMPUTE"": 1.9020408163265305, ""MEMORY"": 1.902127659574468, ""API_CREDITS"": 1.9102564102564104, ""DATASET"": 1.8931297709923665}",4
dirichlet_0.1__high,dirichlet_0.1,0.1,high,1.9,2458392116,3bf935e3bc5d1576,ce50629c7c62df4e,exact_pending_queue,"[[8.660016591620716e-09, 0.0626472149811075, 0.9373527580751804, 1.8283695562424393e-08], [0.0012262402096827137, 2.740064309243223e-13, 0.9987470222940579, 2.6737495985473394e-05], [0.9999619447812315, 5.51850542407017e-11, 3.805516332649313e-05, 2.570097520224509e-13], [0.9998444055212415, 2.5123365831072733e-14, 0.00013316074557876675, 2.243373315472587e-05], [7.14703768082776e-05, 0.9961200655084228, 0.0030469354533455085, 0.000761528661423545], [0.6502395332833013, 0.3497600794998874, 7.755586903119452e-10, 3.864412527184749e-07]]","[{""research"": 0, ""code_review"": 0, ""doc_processing"": 8, ""monitoring"": 0}, {""research"": 0, ""code_review"": 0, ""doc_processing"": 8, ""monitoring"": 0}, {""research"": 8, ""code_review"": 0, ""doc_processing"": 0, ""monitoring"": 0}, {""research"": 8, ""code_review"": 0, ""doc_processing"": 0, ""monitoring"": 0}, {""research"": 0, ""code_review"": 8, ""doc_processing"": 0, ""monitoring"": 0}, {""research"": 2, ""code_review"": 6, ""doc_processing"": 0, ""monitoring"": 0}]","[1, 1, 1, 1, 1, 2]",0.0,0.0676065103715944,0.7833333333333333,0.058762626262626266,0.04114583333333332,"{""COMPUTE"": 1104, ""MEMORY"": 890, ""API_CREDITS"": 550, ""DATASET"": 144}","{""COMPUTE"": 581, ""MEMORY"": 468, ""API_CREDITS"": 289, ""DATASET"": 76}","{""COMPUTE"": 1.9001721170395869, ""MEMORY"": 1.9017094017094016, ""API_CREDITS"": 1.9031141868512111, ""DATASET"": 1.894736842105263}",4
dirichlet_0.1__high,dirichlet_0.1,0.1,high,1.9,2463410529,c5359a21cdfd4bd5,e9fb721ac5d3043c,exact_pending_queue,"[[0.772891692571638, 0.01012981199190907, 0.21614989454496092, 0.0008286008914921071], [0.9306362900171179, 0.010691542111851237, 0.058615577145267724, 5.659072576307106e-05], [0.16621796114377432, 5.7328610843489945e-12, 0.8321382434157143, 0.0016437954347785558], [0.0005292876599478911, 0.8891402306608089, 1.9738017896274257e-10, 0.11033048148186295], [0.4190379091855704, 0.007814433914801312, 0.5685811743850346, 0.00456648251459393], [2.255975276705757e-13, 7.900517474603827e-07, 0.9999992055535906, 4.394436368200402e-09]]","[{""research"": 6, ""code_review"": 0, ""doc_processing"": 2, ""monitoring"": 0}, {""research"": 6, ""code_review"": 0, ""doc_processing"": 2, ""monitoring"": 0}, {""research"": 1, ""code_review"": 0, ""doc_processing"": 7, ""monitoring"": 0}, {""research"": 0, ""code_review"": 6, ""doc_processing"": 0, ""monitoring"": 2}, {""research"": 4, ""code_review"": 0, ""doc_processing"": 4, ""monitoring"": 0}, {""research"": 0, ""code_review"": 0, ""doc_processing"": 8, ""monitoring"": 0}]","[2, 2, 2, 2, 2, 1]",0.0,0.3314499013814162,0.6166666666666667,0.0418054982031516,0.02924778200265754,"{""COMPUTE"": 1160, ""MEMORY"": 927, ""API_CREDITS"": 557, ""DATASET"": 152}","{""COMPUTE"": 611, ""MEMORY"": 488, ""API_CREDITS"": 293, ""DATASET"": 80}","{""COMPUTE"": 1.8985270049099836, ""MEMORY"": 1.8995901639344261, ""API_CREDITS"": 1.901023890784983, ""DATASET"": 1.9}",4
dirichlet_0.1__high,dirichlet_0.1,0.1,high,1.9,2464146756,8aaefc40d7f1e7b9,aa1bc15580069528,exact_pending_queue,"[[0.9996652296819265, 2.8151763060477647e-11, 7.40639430805031e-05, 0.00026070634684142996], [0.001331564911540078, 0.00546580258207495, 0.002453242840578882, 0.9907493896658062], [0.00011520959379795152, 4.791960187628898e-05, 0.06322532040186622, 0.9366115504024597], [2.5507990867431756e-08, 5.093368781878928e-05, 0.9999278099856463, 2.1230818543955532e-05], [1.5383473168273906e-09, 0.1000285721907825, 0.8999713967556887, 2.9515181386292474e-08], [0.18677867508759893, 0.19477757592776193, 0.03915191606427867, 0.5792918329203602]]","[{""research"": 8, ""code_review"": 0, ""doc_processing"": 0, ""monitoring"": 0}, {""research"": 0, ""code_review"": 0, ""doc_processing"": 0, ""monitoring"": 8}, {""research"": 0, ""code_review"": 0, ""doc_processing"": 0, ""monitoring"": 8}, {""research"": 0, ""code_review"": 0, ""doc_processing"": 8, ""monitoring"": 0}, {""research"": 0, ""code_review"": 0, ""doc_processing"": 8, ""monitoring"": 0}, {""research"": 1, ""code_review"": 1, ""doc_processing"": 0, ""monitoring"": 6}]","[1, 1, 1, 1, 1, 3]",0.0,0.08843984370492775,0.7583333333333333,0.17998208259402285,0.12817975970961046,"{""COMPUTE"": 844, ""MEMORY"": 723, ""API_CREDITS"": 341, ""DATASET"": 248}","{""COMPUTE"": 444, ""MEMORY"": 381, ""API_CREDITS"": 179, ""DATASET"": 131}","{""COMPUTE"": 1.9009009009009008, ""MEMORY"": 1.8976377952755905, ""API_CREDITS"": 1.905027932960894, ""DATASET"": 1.8931297709923665}",4
dirichlet_0.1__high,dirichlet_0.1,0.1,high,1.9,2501632677,4ec8c3169de35c2b,5a54ba2f3d9ef570,exact_pending_queue,"[[0.0002990932391377224, 0.9996881145834772, 1.2792177385140517e-05, 2.404316917026838e-21], [0.00011977000452815448, 0.04224720851228716, 0.03391469654891465, 0.9237183249342701], [0.9532525553921003, 1.8621028111713414e-17, 0.04634838077307633, 0.0003990638348233618], [9.985549970531203e-13, 2.426420679790798e-05, 7.982785425905478e-07, 0.999974937513661], [0.06356802595106427, 0.034866362145603534, 0.8308265550347204, 0.0707390568686117], [0.9962168501464579, 7.849245902921381e-06, 3.159883721115761e-05, 0.003743701770428052]]","[{""research"": 0, ""code_review"": 8, ""doc_processing"": 0, ""monitoring"": 0}, {""research"": 0, ""code_review"": 0, ""doc_processing"": 0, ""monitoring"": 8}, {""research"": 8, ""code_review"": 0, ""doc_processing"": 0, ""monitoring"": 0}, {""research"": 0, ""code_review"": 0, ""doc_processing"": 0, ""monitoring"": 8}, {""research"": 0, ""code_review"": 0, ""doc_processing"": 8, ""monitoring"": 0}, {""research"": 8, ""code_review"": 0, ""doc_processing"": 0, ""monitoring"": 0}]","[1, 1, 1, 1, 1, 1]",0.0,0.0,0.8666666666666667,0.1747280497280497,0.12308987308987307,"{""COMPUTE"": 928, ""MEMORY"": 800, ""API_CREDITS"": 416, ""DATASET"": 256}","{""COMPUTE"": 488, ""MEMORY"": 421, ""API_CREDITS"": 219, ""DATASET"": 135}","{""COMPUTE"": 1.901639344262295, ""MEMORY"": 1.9002375296912113, ""API_CREDITS"": 1.8995433789954337, ""DATASET"": 1.8962962962962964}",4
dirichlet_0.1__high,dirichlet_0.1,0.1,high,1.9,2503513465,db4e9f0fb10a60f0,5b55cbac47b9bb94,exact_pending_queue,"[[0.3705507188858441, 3.739498204698324e-15, 1.6995008231816454e-08, 0.629449264119144], [0.015128817742658358, 0.6670134242124688, 0.0013191756892868326, 0.31653858235558585], [0.9999989621618607, 6.74021518038928e-07, 3.186960654346974e-07, 4.5120555829136635e-08], [0.0026190280346993717, 0.0016878327597186684, 0.9953458835052555, 0.0003472557003262162], [0.996475670130748, 0.00020169903070981458, 0.003322630676348453, 1.621937688923152e-10], [2.4891957749910636e-05, 0.00375147686638418, 0.8535788844410861, 0.14264474673477984]]","[{""research"": 3, ""code_review"": 0, ""doc_processing"": 0, ""monitoring"": 5}, {""research"": 0, ""code_review"": 7, ""doc_processing"": 0, ""monitoring"": 1}, {""research"": 8, ""code_review"": 0, ""doc_processing"": 0, ""monitoring"": 0}, {""research"": 0, ""code_review"": 0, ""doc_processing"": 8, ""monitoring"": 0}, {""research"": 8, ""code_review"": 0, ""doc_processing"": 0, ""monitoring"": 0}, {""research"": 0, ""code_review"": 0, ""doc_processing"": 7, ""monitoring"": 1}]","[2, 2, 1, 1, 1, 2]",0.0,0.17013024077701314,0.8,0.07493175005014614,0.04823713816763539,"{""COMPUTE"": 1102, ""MEMORY"": 910, ""API_CREDITS"": 522, ""DATASET"": 208}","{""COMPUTE"": 580, ""MEMORY"": 479, ""API_CREDITS"": 275, ""DATASET"": 109}","{""COMPUTE"": 1.9, ""MEMORY"": 1.8997912317327765, ""API_CREDITS"": 1.8981818181818182, ""DATASET"": 1.908256880733945}",4
dirichlet_0.1__high,dirichlet_0.1,0.1,high,1.9,2508126195,8d5158280aca5974,b7210399b962ec59,exact_pending_queue,"[[0.029092706476967965, 0.11600762745032529, 0.854896390647776, 3.2754249305859414e-06], [0.9999999504417786, 3.348420258965777e-10, 4.131173563416182e-08, 7.911643656758881e-09], [5.012770818089328e-06, 0.09807267324226407, 0.8991524258955603, 0.00276988809135757], [1.5083257291104828e-06, 0.38288662793587747, 1.918940586195079e-12, 0.6171118637364744], [0.005504999759887593, 0.19870702222480618, 4.147061293509618e-06, 0.7957838309540127], [0.13971737959864672, 0.044248295827987685, 0.03914883502880402, 0.7768854895445615]]","[{""research"": 0, ""code_review"": 0, ""doc_processing"": 8, ""monitoring"": 0}, {""research"": 8, ""code_review"": 0, ""doc_processing"": 0, ""monitoring"": 0}, {""research"": 0, ""code_review"": 1, ""doc_processing"": 7, ""monitoring"": 0}, {""research"": 0, ""code_review"": 3, ""doc_processing"": 0, ""monitoring"": 5}, {""research"": 0, ""code_review"": 0, ""doc_processing"": 0, ""monitoring"": 8}, {""research"": 2, ""code_review"": 0, ""doc_processing"": 0, ""monitoring"": 6}]","[1, 1, 2, 2, 1, 2]",0.0,0.19243971421530784,0.7833333333333333,0.15609303037192815,0.1060748973414487,"{""COMPUTE"": 862, ""MEMORY"": 733, ""API_CREDITS"": 363, ""DATASET"": 232}","{""COMPUTE"": 454, ""MEMORY"": 386, ""API_CREDITS"": 191, ""DATASET"": 122}","{""COMPUTE"": 1.8986784140969164, ""MEMORY"": 1.8989637305699483, ""API_CREDITS"": 1.9005235602094241, ""DATASET"": 1.901639344262295}",4
dirichlet_0.1__high,dirichlet_0.1,0.1,high,1.9,2524586228,ed4166c085411dd9,38b11ab83facddaa,exact_pending_queue,"[[0.010556427056897081, 0.45850909188544225, 0.24364725477016913, 0.2872872262874914], [0.0020804138062921838, 2.674963223591962e-06, 0.9979169112297639, 7.20343677107021e-13], [0.006690443211925908, 0.08496089447700253, 0.8808132916926799, 0.027535370618391702], [0.0021770893125659953, 9.721576915889237e-07, 0.9029217402151937, 0.09490019831454881], [2.89613034471451e-06, 9.237254683965914e-12, 1.5835889116819611e-06, 0.9999955202715063], [0.0007284980324428353, 0.009418282406630165, 0.9898532195609269, 1.4762334160879096e-18]]","[{""research"": 0, ""code_review"": 4, ""doc_processing"": 1, ""monitoring"": 3}, {""research"": 0, ""code_review"": 0, ""doc_processing"": 8, ""monitoring"": 0}, {""research"": 0, ""code_review"": 1, ""doc_processing"": 7, ""monitoring"": 0}, {""research"": 0, ""code_review"": 0, ""doc_processing"": 6, ""monitoring"": 2}, {""research"": 0, ""code_review"": 0, ""doc_processing"": 0, ""monitoring"": 8}, {""research"": 0, ""code_review"": 0, ""doc_processing"": 8, ""monitoring"": 0}]","[3, 1, 2, 2, 1, 1]",0.0,0.23004013582402463,0.5666666666666667,0.13299847358670888,0.09080347315641435,"{""COMPUTE"": 814, ""MEMORY"": 637, ""API_CREDITS"": 343, ""DATASET"": 104}","{""COMPUTE"": 428, ""MEMORY"": 335, ""API_CREDITS"": 181, ""DATASET"": 55}","{""COMPUTE"": 1.9018691588785046, ""MEMORY"": 1.9014925373134328, ""API_CREDITS"": 1.8950276243093922, ""DATASET"": 1.8909090909090909}",4
dirichlet_0.1__high,dirichlet_0.1,0.1,high,1.9,2526189608,aafc32edd46bc8b5,87d83e0c1ec95419,exact_pending_queue,"[[1.3460510160858958e-06, 0.006902066225085804, 0.0022108174699218275, 0.9908857702539763], [0.001448233052579615, 0.9971708920497635, 0.0004028007190017592, 0.0009780741786551666], [0.007433236246198739, 0.0072272223740639996, 0.025512377355343546, 0.9598271640243937], [0.9999987171873803, 3.225934004792938e-13, 8.448331394537432e-08, 1.1983289831535519e-06], [0.0005803355811028381, 0.00010182327560025963, 0.09242942829851909, 0.9068884128447777], [0.00027412918226557597, 0.11355947009172235, 0.034237828824811724, 0.8519285719012002]]","[{""research"": 0, ""code_review"": 0, ""doc_processing"": 0, ""monitoring"": 8}, {""research"": 0, ""code_review"": 8, ""doc_processing"": 0, ""monitoring"": 0}, {""research"": 0, ""code_review"": 0, ""doc_processing"": 0, ""monitoring"": 8}, {""research"": 8, ""code_review"": 0, ""doc_processing"": 0, ""monitoring"": 0}, {""research"": 0, ""code_review"": 0, ""doc_processing"": 1, ""monitoring"": 7}, {""research"": 0, ""code_review"": 2, ""doc_processing"": 0, ""monitoring"": 6}]","[1, 1, 1, 1, 2, 2]",0.0,0.1129035473048941,0.65,0.15472327047774617,0.10727827160052227,"{""COMPUTE"": 626, ""MEMORY"": 589, ""API_CREDITS"": 235, ""DATASET"": 296}","{""COMPUTE"": 329, ""MEMORY"": 310, ""API_CREDITS"": 124, ""DATASET"": 156}","{""COMPUTE"": 1.9027355623100304, ""MEMORY"": 1.9, ""API_CREDITS"": 1.8951612903225807, ""DATASET"": 1.8974358974358974}",4
